"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XZTYZW3H","journalArticle","2009","Lan, Jinghua; Wang, Jian-Sheng; Gan, Chee Kwan; Chin, Sai Kong","Edge effects on quantum thermal transport in graphene nanoribbons: Tight-binding calculations","Physical Review B","","","10.1103/PhysRevB.79.115401","https://link.aps.org/doi/10.1103/PhysRevB.79.115401","We investigate the quantum thermal transport properties of graphene nanoribbons (GNRs) with natural edges by combining the Naval Research Laboratory tight-binding approach and the phonon nonequilibrium Green’s function method. Thermal transport of GNRs shows substantial dependence on the width due to edge reconstructions. For GNRs with n≥12, where n is the number of atoms along the direction perpendicular to the ribbon axis, the effect of natural edges is negligible and quantized thermal transport is observed. For GNRs with 2<n<12, natural edges destroy quantized thermal transport and reduce thermal conductance significantly. For the narrowest GNR with n=2, perfect quantized thermal transport is restored and a zero-transmission phonon band gap appears at ω=785∼808 cm−1. By sandwiching the narrowest GNR between two wide GNRs, the band gap is broadened by about ten times. The thermal conductivity of graphene evaluated from our results agrees very well with the recent experimental measurements.","2009-03-03","2020-01-07 13:46:35","2020-01-07 13:46:35","2020-01-07 13:46:35","115401","","11","79","","Phys. Rev. B","Edge effects on quantum thermal transport in graphene nanoribbons","","","","","","","","","","","","APS","","","","C:\Users\p46946\Zotero\storage\WJHWT9LY\PhysRevB.79.html; C:\Users\p46946\Zotero\storage\4CW99SMX\Lan et al. - 2009 - Edge effects on quantum thermal transport in graph.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AHXBSBAE","journalArticle","1986","Hu, Ing Feng.; Kuwana, Theodore.","Oxidative mechanism of ascorbic acid at glassy carbon electrodes","Analytical Chemistry","","0003-2700","10.1021/ac00127a069","https://doi.org/10.1021/ac00127a069","","1986-12-01","2020-01-07 13:45:29","2020-01-07 13:45:29","2020-01-07 13:45:29","3235-3239","","14","58","","Anal. Chem.","","","","","","","","","","","","","ACS Publications","","","","C:\Users\p46946\Zotero\storage\4HB2VLHG\ac00127a069.html; C:\Users\p46946\Zotero\storage\545VKULG\Hu et Kuwana - 1986 - Oxidative mechanism of ascorbic acid at glassy car.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LWZHVTH3","journalArticle","2012","Mak, Kin Fai; Ju, Long; Wang, Feng; Heinz, Tony F.","Optical spectroscopy of graphene: From the far infrared to the ultraviolet","Solid State Communications","","0038-1098","10.1016/j.ssc.2012.04.064","http://www.sciencedirect.com/science/article/pii/S0038109812002700","The unique electronic structure of graphene leads to several distinctive optical properties. In this brief review, we outline the current understanding of two general aspects of optical response of graphene: optical absorption and light emission. We show that optical absorption in graphene is dominated by intraband transitions at low photon energies (in the far-infrared spectral range) and by interband transitions at higher energies (from mid-infrared to ultraviolet). We discuss how the intraband and interband transitions in graphene can be modified through electrostatic gating. We describe plasmonic resonances arising from the free-carrier (intraband) response and excitonic effects that are manifested in the interband absorption. Light emission, the reverse process of absorption, is weak in graphene due to the absence of a band gap. We show that photoluminescence from hot electrons can, however, become observable either through femtosecond laser excitation or strong electrostatic gating.","2012-08-01","2020-01-07 13:44:27","2020-01-07 13:44:27","2020-01-07 13:44:27","1341-1349","","15","152","","Solid State Communications","Optical spectroscopy of graphene","Exploring Graphene, Recent Research Advances","","","","","","en","","","","","ScienceDirect","","","","","","","A. Graphene; C. Optical properties","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AVYWBTL6","journalArticle","1989","Bowling, Robert J.; McCreery, Richard L.; Pharr, Christine M.; Engstrom, Royce C.","Observation of kinetic heterogeneity on highly ordered pyrolytic graphite using electrogenerated chemiluminescence","Analytical Chemistry","","0003-2700","10.1021/ac00199a016","https://doi.org/10.1021/ac00199a016","","1989-12-15","2020-01-07 13:43:59","2020-01-07 13:43:59","2020-01-07 13:43:57","2763-2766","","24","61","","Anal. Chem.","","","","","","","","","","","","","ACS Publications","","","","C:\Users\p46946\Zotero\storage\RYBG99E9\ac00199a016.html; C:\Users\p46946\Zotero\storage\GFUDUSXL\Bowling et al. - 1989 - Observation of kinetic heterogeneity on highly ord.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2FCBLB6B","journalArticle","2011","Acik, Muge; Chabal, Yves J.","Nature of Graphene Edges: A Review","Japanese Journal of Applied Physics","","1347-4065","10.1143/JJAP.50.070101","http://iopscience.iop.org/article/10.1143/JJAP.50.070101/meta","","2011-07-20","2020-01-07 13:43:29","2020-01-07 13:43:29","2020-01-07 13:43:29","070101","","7R","50","","Jpn. J. Appl. Phys.","Nature of Graphene Edges","","","","","","","en","","","","","iopscience-iop-org.ezproxy.univ-orleans.fr","","","","C:\Users\p46946\Zotero\storage\ASRL4DX5\Acik et Chabal - 2011 - Nature of Graphene Edges A Review.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HS24MAHH","journalArticle","1989","Armstrong, Fraser A.; Bond, Alan M.; Hill, H. Allen O.; Oliver, B. Nigel; Psalti, Ioanna S. M.","Electrochemistry of cytochrome c, plastocyanin, and ferredoxin at edge- and basal-plane graphite electrodes interpreted via a model based on electron transfer at electroactive sites of microscopic dimensions in size","Journal of the American Chemical Society","","0002-7863","10.1021/ja00208a008","https://doi.org/10.1021/ja00208a008","","1989-12-01","2020-01-07 13:41:46","2020-01-07 13:41:46","2020-01-07 13:41:46","9185-9189","","26","111","","J. Am. Chem. Soc.","","","","","","","","","","","","","ACS Publications","","","","C:\Users\p46946\Zotero\storage\MIZXP4NG\ja00208a008.html; C:\Users\p46946\Zotero\storage\DQPW4B77\Armstrong et al. - 1989 - Electrochemistry of cytochrome c, plastocyanin, an.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WE8V2UXM","journalArticle","2008","Fanjul-Bolado, Pablo; Hernández-Santos, David; Lamas-Ardisana, Pedro José; Martín-Pernía, Alberto; Costa-García, Agustín","Electrochemical characterization of screen-printed and conventional carbon paste electrodes","Electrochimica Acta","","0013-4686","10.1016/j.electacta.2007.12.044","http://www.sciencedirect.com/science/article/pii/S0013468607014909","This work compares the electroactivity of a conventional carbon paste electrode and non-pretreated commercially available screen-printed carbon electrodes (from Alderon Biosciences, University of Florence and DropSens) towards some benchmark redox couples like hexaammineruthenium (III), ferricyanide, p-aminophenol and hydroquinone. While cyclic voltammograms of Ru3+ did not show significative electron transfer reactivity differences between the electrodes tested, the other redox systems exhibited higher reversible behaviours on DropSens electrodes. Scanning electron microscopy and roughness analysis with a profilometer were applied to detect the surface morphology of the working electrodes. The roughness evaluated of the screen-printed carbon working electrodes increased in this order Alderon<University of Florence<DropSens. Finally, the most electrochemically active and rough unpretreated electrode (DropSens commercial screen-printed electrode) was used to study the electrochemical–chemical reaction mechanism of indigo carmine oxidation in 0.1M sulphuric acid. This study showed that the adsorption of the oxidation product of indigo carmine is stabilized when it is adsorbed on the surface of the electrode.","2008-04-01","2020-01-07 13:41:23","2020-01-07 13:41:23","2020-01-07 13:41:23","3635-3642","","10","53","","Electrochimica Acta","","","","","","","","en","","","","","ScienceDirect","","","","","","","Carbon paste electrode; Electrochemical detection; Screen-printed electrode","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VSNR483N","journalArticle","2011","Li, Feng; Li, Jingjing; Feng, Yan; Yang, Limin; Du, Zongfeng","Electrochemical behavior of graphene doped carbon paste electrode and its application for sensitive determination of ascorbic acid","Sensors and Actuators B: Chemical","","0925-4005","10.1016/j.snb.2011.03.033","http://www.sciencedirect.com/science/article/pii/S0925400511002292","In present paper, the graphene doped carbon paste electrode (CPE) was firstly prepared with the addition of graphene into the carbon paste mixture. Compared with conventional CPE, an improved electrochemical response of graphene doped CPE toward the redox couple of Fe(CN)63−/4− was demonstrated owing to the excellent electrical conductivity of graphene. The graphene doped CPE was further used for the successful determination of ascorbic acid (AA), and it showed an excellent electrocatalytic oxidation activity toward AA with a lower overvoltage, pronounced current response, and good sensitivity. Under the optimized experimental conditions, the proposed electrochemical AA sensor exhibited a rapid response to AA within 5s and a linear calibration plot ranged from 1.0×10−7 to 1.06×10−4M was obtained with a detection limit of 7.0×10−8M.","2011-09-20","2020-01-07 13:40:58","2020-01-07 13:40:58","2020-01-07 13:40:58","110-114","","1","157","","Sensors and Actuators B: Chemical","","","","","","","","en","","","","","ScienceDirect","","","","","","","Ascorbic acid; Graphene; Carbon paste electrode; Sensor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TNZMA7V4","journalArticle","1985","Cabaniss, George E.; Diamantis, A. A.; Murphy, W. Rorer; Linton, R. W.; Meyer, T. J.","Electrocatalysis of proton-coupled electron-transfer reactions at glassy carbon electrodes","Journal of the American Chemical Society","","0002-7863","10.1021/ja00293a007","https://doi.org/10.1021/ja00293a007","","1985-04-01","2020-01-07 13:40:34","2020-01-07 13:40:34","2020-01-07 13:40:34","1845-1853","","7","107","","J. Am. Chem. Soc.","","","","","","","","","","","","","ACS Publications","","","","C:\Users\p46946\Zotero\storage\FNJVA3WK\ja00293a007.html; C:\Users\p46946\Zotero\storage\6CCQ74HH\Cabaniss et al. - 1985 - Electrocatalysis of proton-coupled electron-transf.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JEDPKXEH","journalArticle","1978","Tse, Daniel Chi-Sing.; Kuwana, Theodore.","Electrocatalysis of dihydronicotinamide adenosine diphosphate with quinones and modified quinone electrodes","Analytical Chemistry","","0003-2700","10.1021/ac50031a030","https://doi.org/10.1021/ac50031a030","","1978-08-01","2020-01-07 13:40:06","2020-01-07 13:40:06","2020-01-07 13:40:06","1315-1318","","9","50","","Anal. Chem.","","","","","","","","","","","","","ACS Publications","","","","C:\Users\p46946\Zotero\storage\7N9VDLRX\ac50031a030.html; C:\Users\p46946\Zotero\storage\RA9AKHH3\Tse et Kuwana - 1978 - Electrocatalysis of dihydronicotinamide adenosine .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ECGERYVS","journalArticle","2016","Ren, Yunpeng; Cao, Guoxin","Effect of geometrical defects on the tensile properties of graphene","Carbon","","0008-6223","10.1016/j.carbon.2016.03.017","http://www.sciencedirect.com/science/article/pii/S0008622316302068","The tensile properties of graphene with the Stone-Wales (S–W) defect are investigated by first principle calculations. It is found that the defect will not affect the elastic modulus and Poisson's ratio of graphene but causes the pre-stress of graphene, which makes the graphene to be anisotropic: the deformation along one direction is much easier than that along another direction. The pre-stress field causes only about 10% decrease of the intrinsic stress of graphene but causes more than 50% decrease of the maximum failure strain, which is significantly different with the results calculated by the empirical potential. The main reason is that the pre-stress field created by the S–W defect predicted by first principle calculations is different than that calculated from molecular mechanics simulations. In addition, it is also found that the theoretical solution (on the basis of the continuum disclination dipoles model) of the pre-stress field created by the S–W defect is also different with that determined from MM simulations, which is different from the results of the aligned 7-5 defects of graphene.","2016-07-01","2020-01-07 13:39:17","2020-01-07 13:39:17","2020-01-07 13:39:17","125-133","","","103","","Carbon","","","","","","","","en","","","","","ScienceDirect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJ6ATC5V","journalArticle","2010","Dutta, Sudipta; Pati, Swapan K.","Edge reconstructions induce magnetic and metallic behavior in zigzag graphene nanoribbons","Carbon","","0008-6223","10.1016/j.carbon.2010.07.057","http://www.sciencedirect.com/science/article/pii/S0008622310005622","The edge reconstructions of zigzag graphene nanoribbons with one and two lines of alternating fused five and seven membered rings along one edge with hydrogen passivation are studied using first principles density functional theory. Reconstructions on one edge stabilize the systems in a metallic ground state with finite magnetic moment. The reconstructed edge suppresses the local spin density of atoms and contributes a finite density of states at the Fermi energy. Our study shows the possibilities of fabricating the metallic electrodes for semiconducting graphene devices with full control over their magnetic behavior without any lattice mismatch between leads and the channel.","2010-12-01","2020-01-07 13:38:54","2020-01-07 13:38:54","2020-01-07 13:38:54","4409-4413","","15","48","","Carbon","","","","","","","","en","","","","","ScienceDirect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6PU6W3KN","journalArticle","2009","Wakabayashi, Katsunori; Takane, Yositake; Yamamoto, Masayuki; Sigrist, Manfred","Edge effect on electronic transport properties of graphene nanoribbons and presence of perfectly conducting channel","Carbon","","0008-6223","10.1016/j.carbon.2008.09.040","http://www.sciencedirect.com/science/article/pii/S0008622308004971","Numerical calculations have been performed to elucidate unconventional electronic transport properties in disordered nanographene ribbons with zigzag edges (zigzag ribbons). The energy band structure of zigzag ribbons has two valleys that are well separated in momentum space, related to the two Dirac points of the graphene spectrum. The partial flat bands due to edge states make the imbalance between left- and right-going modes in each valley, i.e. appearance of a single chiral mode. This feature gives rise to a perfectly conducting channel in the disordered system, i.e. the average of conductance 〈g〉 converges exponentially to 1 conductance quantum per spin with increasing system length, provided impurity scattering does not connect the two valleys, as is the case for long-range impurity potentials. Ribbons with short-range impurity potentials, however, through inter-valley scattering, display ordinary localization behavior. Symmetry considerations lead to the classification of disordered zigzag ribbons into the unitary class for long-range impurities, and the orthogonal class for short-range impurities. The electronic states of graphene nanoribbons with general edge structures are also discussed, and it is demonstrated that chiral channels due to the edge states are realized even in more general edge structures except for armchair edges.","2009-01-01","2020-01-07 13:38:21","2020-01-07 13:38:21","2020-01-07 13:38:21","124-137","","1","47","","Carbon","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\p46946\Zotero\storage\MGPK3JZL\S0008622308004971.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T4L5E4GT","journalArticle","2010","Lim, Cheng Xiang; Hoh, Hui Ying; Ang, Priscilla Kailian; Loh, Kian Ping","Direct Voltammetric Detection of DNA and pH Sensing on Epitaxial Graphene: An Insight into the Role of Oxygenated Defects","Analytical Chemistry","","0003-2700","10.1021/ac101519v","https://doi.org/10.1021/ac101519v","In this paper, we carried out detailed electrochemical studies of epitaxial graphene (EG) using inner-sphere and outer-sphere redox mediators. The EG sample was anodized systematically to investigate the effect of edge plane defects on the heterogeneous charge transfer kinetics and capacitive noise. We found that anodized EG, consisting of oxygen-related defects, is a superior biosensing platform for the detection of nucleic acids, uric acids (UA), dopamine (DA), and ascorbic acids (AA). Mixtures of nucleic acids (A, T, C, G) or biomolecules (AA, UA, DA) can be resolved as individual peaks using differential pulse voltammetry. In fact, an anodized EG voltammetric sensor can realize the simultaneous detection of all four DNA bases in double stranded DNA (dsDNA) without a prehydrolysis step, and it can also differentiate single stranded DNA from dsDNA. Our results show that graphene with high edge plane defects, as opposed to pristine graphene, is the choice platform in high resolution electrochemical sensing.","2010-09-01","2020-01-07 13:37:29","2020-01-07 13:37:29","2020-01-07 13:37:29","7387-7393","","17","82","","Anal. Chem.","Direct Voltammetric Detection of DNA and pH Sensing on Epitaxial Graphene","","","","","","","","","","","","ACS Publications","","","","C:\Users\p46946\Zotero\storage\FE8EVT9R\Lim et al. - 2010 - Direct Voltammetric Detection of DNA and pH Sensin.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XN65P86Z","journalArticle","2015","Liu, Lili; Qing, Miaoqing; Wang, Yibo; Chen, Shimou","Defects in Graphene: Generation, Healing, and Their Effects on the Properties of Graphene: A Review","Journal of Materials Science & Technology","","1005-0302","10.1016/j.jmst.2014.11.019","http://www.sciencedirect.com/science/article/pii/S100503021500016X","Graphene has attracted immense investigation since its discovery. Lattice imperfections are introduced into graphene unavoidably during graphene growth or processing. These structural defects are known to significantly affect electronic and chemical properties of graphene. A comprehensive understanding of graphene defect is thus of critical importance. Here we review the major progresses made in defect-related engineering of graphene. Firstly, we give a brief introduction on the types of defects in graphene. Secondly, the generation and healing of the graphene defects are summarized. Then, the effects of defects on the chemical, electronic, magnetic, and mechanical properties of graphene are discussed. Finally, we address the associated challenges and prospects on the future study of defects in graphene and other nanocarbon materials.","2015-06-01","2020-01-07 13:35:47","2020-01-07 13:35:47","2020-01-07 13:35:40","599-606","","6","31","","Journal of Materials Science & Technology","Defects in Graphene","A Special Issue on 1D Nanomaterials","","","","","","en","","","","","ScienceDirect","","","","","","","Graphene; Band gap modulation; Defect healing; Properties of defective graphene; Vacancy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4T6HDX4X","journalArticle","2012","Lu, Ang-Yu; Wei, Sung-Yen; Wu, Chih-Yu; Hernandez, Yenny; Chen, Tzu-Yin; Liu, Te-Huan; Pao, Chun-Wei; Chen, Fu-Rong; Li, Lain-Jong; Juang, Zhen-Yu","Decoupling of CVD graphene by controlled oxidation of recrystallized Cu","RSC Advances","","2046-2069","10.1039/C2RA01281B","http://pubs.rsc.org/en/content/articlelanding/2012/ra/c2ra01281b","Large-area graphene grown by chemical vapour deposition (CVD) is promising for applications; however, the interaction between graphene and the substrate is still not well understood. In this report, we use a combination of two non-destructive characterization techniques, i.e., electron backscatter diffraction (EBSD) and Raman mapping to locally probe the interface between graphene and copper lattices without removing graphene. We conclude that the crystal structure of the Cu grains under graphene layers is governed by two competing processes: (1) graphene induced Cu surface reconstruction favoring the formation of Cu(100) orientation, and (2) recrystallization from bulk Cu favoring Cu(111) formation. The underlying Cu grains, regardless of reconstruction or recrystallization, induce a large hydrostatic compression to the graphene lattice. Interestingly, the strong interaction could be decoupled by allowing the intercalation of a thin cuprous oxide interfacial-layer. The Cu2O layer is mechanically and chemically weak; hence, graphene films can be detached and transferred to arbitrary substrates and the Cu substrates could be re-used for graphene growth.","2012-03-13","2020-01-07 13:34:34","2020-01-07 13:34:34","2020-01-07 13:34:34","3008-3013","","7","2","","RSC Adv.","","","","","","","","en","","","","","pubs-rsc-org.ezproxy.univ-orleans.fr","","","","C:\Users\p46946\Zotero\storage\ZCP4KM6B\Lu et al. - 2012 - Decoupling of CVD graphene by controlled oxidation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8C7VYTNN","journalArticle","2009","López, Vicente; Sundaram, Ravi S.; Gómez‐Navarro, Cristina; Olea, David; Burghard, Marko; Gómez‐Herrero, Julio; Zamora, Félix; Kern, Klaus","Chemical Vapor Deposition Repair of Graphene Oxide: A Route to Highly-Conductive Graphene Monolayers","Advanced Materials","","1521-4095","10.1002/adma.200901582","http://onlinelibrary.wiley.com/doi/abs/10.1002/adma.200901582","Highly conductive chemically-derived graphene can be synthesized using an efficient two-step method starting from graphene oxide. The key strategy involves the use of a CVD process to heal defects contained within the monolayers, which imparts a two order of magnitude enhancement of electrical conductivity over the merely reduced samples.","2009","2020-01-07 13:34:09","2020-01-07 13:34:09","2020-01-07 13:34:09","4683-4686","","46","21","","","Chemical Vapor Deposition Repair of Graphene Oxide","","","","","","","","Copyright © 2009 WILEY‐VCH Verlag GmbH & Co. KGaA, Weinheim","","","","Wiley Online Library","","","","C:\Users\p46946\Zotero\storage\39EPZ6KX\López et al. - 2009 - Chemical Vapor Deposition Repair of Graphene Oxide.pdf","","","graphene; chemical vapor deposition; conductivity; graphene oxide; organic conductors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YFNYQJN6","journalArticle","1984","Engstrom, Royce C.; Strasser, Vernon A.","Characterization of electrochemically pretreated glassy carbon electrodes","Analytical Chemistry","","0003-2700","10.1021/ac00266a005","https://doi.org/10.1021/ac00266a005","","1984-02-01","2020-01-07 13:33:24","2020-01-07 13:33:24","2020-01-07 13:33:24","136-141","","2","56","","Anal. Chem.","","","","","","","","","","","","","ACS Publications","","","","C:\Users\p46946\Zotero\storage\FWHT85PQ\ac00266a005.html; C:\Users\p46946\Zotero\storage\MZ2KEZXE\Engstrom et Strasser - 1984 - Characterization of electrochemically pretreated g.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RETNT364","journalArticle","2003","Wang, Joseph; Musameh, Mustafa","Carbon Nanotube/Teflon Composite Electrochemical Sensors and Biosensors","Analytical Chemistry","","0003-2700","10.1021/ac030007+","https://doi.org/10.1021/ac030007+","The fabrication and attractive performance of carbon nanotube (CNT)/Teflon composite electrodes, based on the dispersion of CNT within a Teflon binder, are described. The resulting CNT/Teflon material brings new capabilities for electrochemical devices by combining the advantages of CNT and “bulk” composite electrodes. The electrocatalytic properties of CNT are not impaired by their association with the Teflon binder. The marked electrocatalytic activity toward hydrogen peroxide and NADH permits effective low-potential amperometric biosensing of glucose and ethanol, respectively, in connection with the incorporation of glucose oxidase and alcohol dehydrogenase/NAD+ within the three-dimensional CNT/Teflon matrix. The accelerated electron transfer is coupled with minimization of surface fouling and surface renewability. These advantages of CNT-based composite devices are illustrated from comparison to their graphite/Teflon counterparts. The influence of the CNT loading upon the amperometric and voltammetric data, as well as the electrode resistance, is examined. SEM images offer insights into the nature of the CNT/Teflon surface. The preparation of CNT/Teflon composites overcomes a major obstacle for creating CNT-based biosensing devices and expands the scope of CNT-based electrochemical devices.","2003-05-01","2020-01-07 13:32:25","2020-01-07 13:32:25","2020-01-07 13:32:00","2075-2079","","9","75","","Anal. Chem.","","","","","","","","","","","","","ACS Publications","","","","C:\Users\p46946\Zotero\storage\K5Q27D46\Wang et Musameh - 2003 - Carbon NanotubeTeflon Composite Electrochemical S.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HC2MFCEY","journalArticle","2010","Sharma, Richa; Baik, Joon Hyun; Perera, Chrisantha J.; Strano, Michael S.","Anomalously Large Reactivity of Single Graphene Layers and Edges toward Electron Transfer Chemistries","Nano Letters","","1530-6984","10.1021/nl902741x","https://doi.org/10.1021/nl902741x","The reactivity of graphene and its various multilayers toward electron transfer chemistries with 4-nitrobenzene diazonium tetrafluoroborate is probed by Raman spectroscopy after reaction on-chip. Single graphene sheets are found to be almost 10 times more reactive than bi- or multilayers of graphene according to the relative disorder (D) peak in the Raman spectrum examined before and after chemical reaction in water. A model whereby electron puddles that shift the Dirac point locally to values below the Fermi level is consistent with the reactivity difference. Because the chemistry at the graphene edge is important for controlling its electronic properties, particularly in ribbon form, we have developed a spectroscopic test to examine the relative reactivity of graphene edges versus the bulk. We show, for the first time, that the reactivity of edges is at least two times higher than the reactivity of the bulk single graphene sheet, as supported by electron transfer theory. These differences in electron transfer rates may be important for selecting and manipulating graphitic materials on-chip.","2010-02-10","2020-01-07 13:30:57","2020-01-07 13:30:57","2020-01-07 13:30:56","398-405","","2","10","","Nano Lett.","","","","","","","","","","","","","ACS Publications","","","","C:\Users\p46946\Zotero\storage\LKJTJY5H\Sharma et al. - 2010 - Anomalously Large Reactivity of Single Graphene La.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D9D3SU2J","journalArticle","2016","Rad, Ali Shokuhi","Adsorption of C2H2 and C2H4 on Pt-decorated graphene nanostructure: Ab-initio study","Synthetic Metals","","0379-6779","10.1016/j.synthmet.2015.11.031","http://www.sciencedirect.com/science/article/pii/S0379677915301648","Adsorption properties of C2H2 and C2H4 gas molecules on Pt-decorated graphene (PtG) have been examined using first-principles density functional theory (DFT) calculations. A particular interesting aspect of PtG is that the Pt atom influences the electronic structure of graphene through coulombic charge-transferring. Upon adsorption of C2H2 and C2H4 on PtG, the C–C axis remains essentially parallel to the surface. We found high values of adsorption energy, low connecting distance, and high orbital hybridizing upon adsorption of C2H2 and C2H4 gas molecules on PtG. There are significant shift in both the HOMO and LUMO locations. Moreover there are significant changes in charge transfer upon adsorption of C2H2 and C2H4 on PtG. Our studies support the efficacy of graphene including Pt atom toward adsorption of C2H2 and C2H4 which is applicable for different targets such as study on heterogeneous reactions.","2016-01-01","2020-01-07 13:30:30","2020-01-07 13:30:30","2020-01-07 13:30:30","115-120","","","211","","Synthetic Metals","Adsorption of C2H2 and C2H4 on Pt-decorated graphene nanostructure","","","","","","","en","","","","","ScienceDirect","","","","","","","Adsorbent; Density functional theory; Grapheme; Metal decoration; Nanostructure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9V9KP3XN","journalArticle","1989","Bowling, Robert J.; Packard, Richard T.; McCreery, Richard L.","Activation of highly ordered pyrolytic graphite for heterogeneous electron transfer: relationship between electrochemical performance and carbon microstructure","Journal of the American Chemical Society","","0002-7863","10.1021/ja00186a008","https://doi.org/10.1021/ja00186a008","","1989-02-01","2020-01-07 13:29:23","2020-01-07 13:29:23","2020-01-07 13:29:23","1217-1223","","4","111","","J. Am. Chem. Soc.","Activation of highly ordered pyrolytic graphite for heterogeneous electron transfer","","","","","","","","","","","","ACS Publications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWGRCMR5","journalArticle","1953","Du Fort, E. C.; Frankel, S. P.","Stability Conditions in the Numerical Treatment of Parabolic Differential Equations","Mathematical Tables and Other Aids to Computation","","0891-6837","10.2307/2002754","www.jstor.org/stable/2002754","","1953","2019-12-04 09:46:26","2019-12-04 09:46:26","2019-12-04 09:46:26","135-152","","43","7","","","","","","","","","","","","","JSTOR","","JSTOR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
